wupin	ipa
tou230	təu23
tou3	təu51
tou440	təu44
tou4420	təu442
tou4440	təu444
tou5	təu523
tou51	təu51
tsa	ʦɑ
tsa1	ʦɑ44
tsa3	ʦɑ51
tsa4440	ʦɑ444
tsa4[23]	ʦɑ23
tsa5	ʦɑ523
tsa523	ʦɑ523
tsaeh	ʦaʔ
tsaeq	ʦaʔ
tsaeq7	ʦaʔ43
tsaeq[52]3	ʦaʔ52
tsan	ʦã
tsan1	ʦã44
tsan23	ʦã23
tsan230	ʦã23
tsan2340	ʦã234
tsan3	ʦã51
tsan440	ʦã44
tsan4440	ʦã444
tsan4[23]0	ʦã23
tsan5	ʦã523
tsan523	ʦã523
tsan[23]110	ʦã23
tsan[52]3	ʦã52
tsaon	ʦɑ̃
tsaon1	ʦɑ̃44
tsaon2[51]0	ʦɑ̃51
tsaon44	ʦɑ̃44
tsaon440	ʦɑ̃44
tsaon5	ʦɑ̃523
tsaon523	ʦɑ̃523
tsaon[52]3	ʦɑ̃52
tsaq	ʦɑʔ
tsaq40	ʦɑʔ4
tsaq44	ʦɑʔ44
tsaq7	ʦɑʔ43
tsaq[43]	ʦɑʔ43
tsau	ʦæ
tsau1	ʦæ44
tsau23	ʦæ23
tsau230	ʦæ23
tsau2340	ʦæ234
tsau2[51]	ʦæ51
tsau3	ʦæ51
tsau40	ʦæ4
tsau44	ʦæ44
tsau440	ʦæ44
tsau5	ʦæ523
tsau51	ʦæ51
tsau52	ʦæ52
tsau523	ʦæ523
tsau5[51]	ʦæ51
tsau[42]340	ʦæ42
tse	ʦᴇ
tse1	ʦᴇ44
tse2[51]0	ʦᴇ51
tse3	ʦᴇ51
tse44	ʦᴇ44
tse5	ʦᴇ523
tse51	ʦᴇ51
tseh	ʦəʔ
tsen	ʦən
tsen1	ʦən44
tsen3	ʦən51
tsen40	ʦən4
tsen44	ʦən44
tsen440	ʦən44
tsen4[23]40	ʦən23
tsen5	ʦən523
tsen51	ʦən51
tseq	ʦəʔ
tseq23	ʦəʔ23
tseq230	ʦəʔ23
tseq2[51]0	ʦəʔ51
tseq34	ʦəʔ34
tseq43	ʦəʔ43
tseq440	ʦəʔ44
tseq5[51]0	ʦəʔ51
tseq5[51]2	ʦəʔ51
tseq7	ʦəʔ43
tseq[52]1	ʦəʔ52
tseq[52]10	ʦəʔ52
tseq[52]3	ʦəʔ52
tseu	ʦøʏ
tseu1	ʦøʏ44
tseu23	ʦøʏ23
tseu230	ʦøʏ23
tseu3	ʦøʏ51
tseu40	ʦøʏ4
tseu44	ʦøʏ44
tseu440	ʦøʏ44
tseu4420	ʦøʏ442
tseu4[51]	ʦøʏ51
tseu5	ʦøʏ523
tseu51	ʦøʏ51
tseu52	ʦøʏ52
tseu[52]3	ʦøʏ52
tsha	ʦʰɑ
tsha1	ʦʰɑ44
tsha5	ʦʰɑ523
tsha51	ʦʰɑ51
tsha523	ʦʰɑ523
tshaeq	ʦʰaʔ
tshaeq7	ʦʰaʔ43
tshah	ʦʰɑʔ
tshan	ʦʰã
tshan1	ʦʰã44
tshan230	ʦʰã23
tshan3	ʦʰã51
tshan440	ʦʰã44
tshan5	ʦʰã523
tshan523	ʦʰã523
tshaon	ʦʰɑ̃
tshaon1	ʦʰɑ̃44
tshaon230	ʦʰɑ̃23
tshaon2340	ʦʰɑ̃234
tshaon23440	ʦʰɑ̃2344
tshaon3	ʦʰɑ̃51
tshaon40	ʦʰɑ̃4
tshaon44	ʦʰɑ̃44
tshaon5	ʦʰɑ̃523
tshaq	ʦʰɑʔ
tshaq40	ʦʰɑʔ4
tshaq44	ʦʰɑʔ44
tshaq440	ʦʰɑʔ44
tshaq7	ʦʰɑʔ43
tshaq[43]	ʦʰɑʔ43
tshau	ʦʰæ
tshau1	ʦʰæ44
tshau2[51]	ʦʰæ51
tshau3	ʦʰæ51
tshau40	ʦʰæ4
tshau44	ʦʰæ44
tshau5	ʦʰæ523
tshe	ʦʰᴇ
tshe1	ʦʰᴇ44
tshe23	ʦʰᴇ23
tshe2340	ʦʰᴇ234
tshe2[51]0	ʦʰᴇ51
tshe2[523]	ʦʰᴇ523
tshe3	ʦʰᴇ51
tshe40	ʦʰᴇ4
tshe44	ʦʰᴇ44
tshe440	ʦʰᴇ44
tshe4420	ʦʰᴇ442
tshe4440	ʦʰᴇ444
tshe4[23]0	ʦʰᴇ23
tshe5	ʦʰᴇ523
tshe51	ʦʰᴇ51
tshe523	ʦʰᴇ523
tshe[23]1	ʦʰᴇ23
tshe[52]1	ʦʰᴇ52
tshe[52]3	ʦʰᴇ52
tshe[52]30	ʦʰᴇ52
tshen	ʦʰən
tshen1	ʦʰən44
tshen3	ʦʰən51
tshen44	ʦʰən44
tshen5	ʦʰən523
tshen523	ʦʰən523
tshen5[23]2	ʦʰən23
tshen[52]1	ʦʰən52
tshen[52]3	ʦʰən52
tsheq	ʦʰəʔ
tsheq230	ʦʰəʔ23
tsheq2340	ʦʰəʔ234
tsheq40	ʦʰəʔ4
tsheq43	ʦʰəʔ43
tsheq44	ʦʰəʔ44
tsheq4440	ʦʰəʔ444
tsheq55bo52	?
tsheq7	ʦʰəʔ43
tsheq[43]	ʦʰəʔ43
tsheq[52]3	ʦʰəʔ52
tsheu	ʦʰøʏ
tsheu1	ʦʰøʏ44
tsheu23	ʦʰøʏ23
tsheu3	ʦʰøʏ51
tsheu440	ʦʰøʏ44
tsheu5	ʦʰøʏ523
tsheu5[51]0	ʦʰøʏ51
tshi	ʦʰi
tshi1	ʦʰi44
tshi23	ʦʰi23
tshi2340	ʦʰi234
tshi3	ʦʰi51
tshi40	ʦʰi4
tshi44	ʦʰi44
tshi44440	ʦʰi4444
tshi5	ʦʰi523
tshi5[523]	ʦʰi523
tshia	ʦʰiɑ
tshia1	ʦʰiɑ44
tshia3	ʦʰiɑ51
tshia5	ʦʰiɑ523
tshiah	ʦʰiɑʔ
tshiah43	ʦʰiɑʔ43
tshian	ʦʰiã
tshian1	ʦʰiã44
tshian23	ʦʰiã23
tshian230	ʦʰiã23
tshian3	ʦʰiã51
tshian5	ʦʰiã523
tshian523	ʦʰiã523
tshiaq	ʦʰiɑʔ
tshiaq23	ʦʰiɑʔ23
tshiaq7	ʦʰiɑʔ43
tshiaq[52]3	ʦʰiɑʔ52
tshiau	ʦʰiæ
tshiau1	ʦʰiæ44
tshiau44	ʦʰiæ44
tshiau440	ʦʰiæ44
tshiau5	ʦʰiæ523
tshiau523	ʦʰiæ523
tshiau[23]1	ʦʰiæ23
tshie	ʦʰiɪ
tshie1	ʦʰiɪ44
tshie23	ʦʰiɪ23
tshie2[51]	ʦʰiɪ51
tshie2[51]10	ʦʰiɪ51
tshie3	ʦʰiɪ51
tshie44	ʦʰiɪ44
tshie4[23]	ʦʰiɪ23
tshie5	ʦʰiɪ523
tshih	ʦʰiəʔ
tshin	ʦʰin
tshin1	ʦʰin44
tshin23	ʦʰin23
tshin2[51]	ʦʰin51
tshin3	ʦʰin51
tshin40	ʦʰin4
tshin440	ʦʰin44
tshin5	ʦʰin523
tshin51	ʦʰin51
tshin52	ʦʰin52
tshiq	ʦʰiəʔ
tshiq40	ʦʰiəʔ4
tshiq7	ʦʰiəʔ43
tshiq[23]	ʦʰiəʔ23
tshiq[43]	ʦʰiəʔ43
tsho	ʦʰo
tsho1	ʦʰo44
tsho230	ʦʰo23
tsho2[51]	ʦʰo51
tsho3	ʦʰo51
tsho40	ʦʰo4
tsho44	ʦʰo44
tsho440	ʦʰo44
tsho4440	ʦʰo444
tsho44440	ʦʰo4444
tsho4[23]	ʦʰo23
tsho5	ʦʰo523
tsho[52]3	ʦʰo52
tshoe	ʦʰø
tshoe1	ʦʰø44
tshoe3	ʦʰø51
tshoe40	ʦʰø4
tshoe44	ʦʰø44
tshoe4[23]0	ʦʰø23
tshoe5	ʦʰø523
tshoe523	ʦʰø523
tshoe[23]1	ʦʰø23
tshoe[23]110	ʦʰø23
tshoe[52]3	ʦʰø52
tshoh55bo52	?
tshon	ʦʰoŋ
tshon1	ʦʰoŋ44
tshon23	ʦʰoŋ23
tshon230	ʦʰoŋ23
tshon2[51]0	ʦʰoŋ51
tshon3	ʦʰoŋ51
tshon40	ʦʰoŋ4
tshon4420	ʦʰoŋ442
tshon4440	ʦʰoŋ444
tshon5	ʦʰoŋ523
tshon51	ʦʰoŋ51
tshon[52]1	ʦʰoŋ52
tshon[52]30	ʦʰoŋ52
tshoq	ʦʰoʔ
tshoq43	ʦʰoʔ43
tshoq7	ʦʰoʔ43
tshou	ʦʰəu
tshou1	ʦʰəu44
tshou40	ʦʰəu4
tshou44	ʦʰəu44
tshou5	ʦʰəu523
tshy	ʦʰɿ
tshy1	ʦʰɿ44
tshy23	ʦʰɿ23
tshy3	ʦʰɿ51
tshy4440	ʦʰɿ444
tshy5	ʦʰɿ523
tshy523	ʦʰɿ523
tshy5[51]0	ʦʰɿ51
tshy[52]3	ʦʰɿ52
tshyu	ʦʰʮ
tshyu1	ʦʰʮ44
tshyu230	ʦʰʮ23
tshyu3	ʦʰʮ51
tshyu5	ʦʰʮ523
tsi	ʦi
tsi1	ʦi44
tsi23	ʦi23
tsi3	ʦi51
tsi5	ʦi523
tsia	ʦiɑ
tsia1	ʦiɑ44
tsia2340	ʦiɑ234
tsia3	ʦiɑ51
tsia5	ʦiɑ523
tsia5[51]	ʦiɑ51
tsia[52]3	ʦiɑ52
tsia[52]30	ʦiɑ52
tsian	ʦiã
tsian1	ʦiã44
tsian23	ʦiã23
tsian230	ʦiã23
tsian2[51]0	ʦiã51
tsian3	ʦiã51
tsian44	ʦiã44
tsian4440	ʦiã444
tsian4[23]	ʦiã23
tsian5	ʦiã523
tsian51	ʦiã51
tsian[23]110	ʦiã23
tsiaq	ʦiɑʔ
tsiaq7	ʦiɑʔ43
tsiau	ʦiæ
tsiau1	ʦiæ44
tsiau23	ʦiæ23
tsiau5	ʦiæ523
tsiau[52]340	ʦiæ52
tsie	ʦiɪ
tsie1	ʦiɪ44
tsie23	ʦiɪ23
tsie2[51]	ʦiɪ51
tsie3	ʦiɪ51
tsie340	ʦiɪ34
tsie3420	ʦiɪ342
tsie44	ʦiɪ44
tsie4[23]	ʦiɪ23
tsie5	ʦiɪ523
tsie51	ʦiɪ51
tsie523	ʦiɪ523
tsie[52]3	ʦiɪ52
tsih	ʦiəʔ
tsin	ʦin
tsin1	ʦin44
tsin23	ʦin23
tsin230	ʦin23
tsin3	ʦin51
tsin5	ʦin523
tsin51	ʦin51
tsin523	ʦin523
tsiq	ʦiəʔ
tsiq23	ʦiəʔ23
tsiq230	ʦiəʔ23
tsiq440	ʦiəʔ44
tsiq7	ʦiəʔ43
tso	ʦo
tso1	ʦo44
tso230	ʦo23
tso44	ʦo44
tso440	ʦo44
tso5	ʦo523
tsoe	ʦø
tsoe1	ʦø44
tsoe23	ʦø23
tsoe3	ʦø51
tsoe40	ʦø4
tsoe44	ʦø44
tsoe4420	ʦø442
tsoe5	ʦø523
tsoe51	ʦø51
tsoh	ʦoʔ
tsoh43	ʦoʔ43
tson	ʦoŋ
tson1	ʦoŋ44
tson23	ʦoŋ23
tson230	ʦoŋ23
tson2[51]10	ʦoŋ51
tson3	ʦoŋ51
tson40	ʦoŋ4
tson44	ʦoŋ44
tson4[23]40	ʦoŋ23
tson5	ʦoŋ523
tson51	ʦoŋ51
tson523	ʦoŋ523
tson[52]10	ʦoŋ52
tson[52]3	ʦoŋ52
tson[52]340	ʦoŋ52
tsoq	ʦoʔ
tsoq23	ʦoʔ23
tsoq230	ʦoʔ23
tsoq40	ʦoʔ4
tsoq43	ʦoʔ43
tsoq4[23]0	ʦoʔ23
tsoq7	ʦoʔ43
tsoq[43]	ʦoʔ43
tsoq[52]3	ʦoʔ52
tsou	ʦəu
tsou1	ʦəu44
tsou23	ʦəu23
tsou2340	ʦəu234
tsou3	ʦəu51
tsou4[51]1	ʦəu51
tsou5	ʦəu523
tsou51	ʦəu51
tsou52	ʦəu52
tsou[52]1	ʦəu52
tsy	ʦɿ
tsy1	ʦɿ44
tsy23	ʦɿ23
tsy230	ʦɿ23
tsy2340	ʦɿ234
tsy23420	ʦɿ2342
tsy23440	ʦɿ2344
tsy2[51]	ʦɿ51
tsy2[51]0	ʦɿ51
tsy3	ʦɿ51
tsy340	ʦɿ34
tsy40	ʦɿ4
tsy44	ʦɿ44
tsy440	ʦɿ44
tsy4440	ʦɿ444
tsy4[23]0	ʦɿ23
tsy4[23]40	ʦɿ23
tsy5	ʦɿ523
tsy51	ʦɿ51
tsy5[51]	ʦɿ51
tsy5[52]1	ʦɿ52
tsy5[52]3	ʦɿ52
tsy[23]1	ʦɿ23
tsy[23]110	ʦɿ23
tsy[523]0	ʦɿ523
tsy[52]3	ʦɿ52
tsy[52]30	ʦɿ52
tsy[52]340	ʦɿ52
tsy[52]3420	ʦɿ52
tsyu	ʦʮ
tsyu1	ʦʮ44
tsyu23	ʦʮ23
tsyu230	ʦʮ23
tsyu2340	ʦʮ234
tsyu2[51]10	ʦʮ51
tsyu3	ʦʮ51
tsyu340	ʦʮ34
tsyu40	ʦʮ4
tsyu44	ʦʮ44
tsyu440	ʦʮ44
tsyu4440	ʦʮ444
tsyu4[23]	ʦʮ23
tsyu4[23]40	ʦʮ23
tsyu5	ʦʮ523
tsyu51	ʦʮ51
tsyu523	ʦʮ523
tsyu[23]10	ʦʮ23
tsyu[52]3	ʦʮ52
tsyu[52]30	ʦʮ52
tue	tuᴇ
ty23	tɿ23
ua	uɑ
ua1	uɑ44
ua5	uɑ523
ua523	uɑ523
ua7	uɑ43
uaeq	uaʔ
uaeq7	uaʔ43
uan	uã
uan1	uã44
uaon	uɑ̃
uaon1	uɑ̃44
uaon3	uɑ̃51
uaon5	uɑ̃523
ue	uᴇ
ue1	uᴇ44
ue3	uᴇ51
ue40	uᴇ4
ue44	uᴇ44
ue440	uᴇ44
ue5	uᴇ523
ue51	uᴇ51
ue[52]3	uᴇ52
ue[52]30	uᴇ52
uen	uən
uen1	uən44
uen3	uən51
uen5	uən523
ueq	uəʔ
ueq7	uəʔ43
uoe	uø
uoe23	uø23
uoe230	uø23
uoe3	uø51
uoe440	uø44
uoe5	uø523
uoe51	uø51
uoe[52]30	uø52
vaeq	vaʔ
vaeq23	vaʔ23
vaeq8	vaʔ23
vaon	vɑ̃
vaon2	vɑ̃223
vaon223	vɑ̃223
vaon23	vɑ̃23
vaon40	vɑ̃4
vaon6	vɑ̃231
ve	vᴇ
ve2	vᴇ223
ve223	vᴇ223
ve230	vᴇ23
ve231	vᴇ231
ve40	vᴇ4
ve4420	vᴇ442
ve5[523]	vᴇ523
ve6	vᴇ231
ve[23]1	vᴇ23
ve[52]1	vᴇ52
ve[52]30	vᴇ52
ven	vən
ven2	vən223
ven223	vən223
ven6	vən231
ven[52]3	vən52
veq	vəʔ
veq23	vəʔ23
veq8	vəʔ23
veu	vøʏ
veu2	vøʏ223
veu6	vøʏ231
vi	vi
vi2	vi223
vi6	vi231
von	voŋ
von2	voŋ223
von231	voŋ231
von6	voŋ231
voq	voʔ
voq23	voʔ23
voq8	voʔ23
vu	vu
vu2	vu223
vu23	vu23
vu230	vu23
vu231	vu231
vu40	vu4
vu440	vu44
vu4440	vu444
vu6	vu231
vu[23]1	vu23
wa	ɦuɑ
wa2	ɦuɑ223
wa6	ɦuɑ231
waeq	ɦuaʔ
waeq4440	ɦuaʔ444
waeq8	ɦuaʔ23
wan	ɦuã
wan2	ɦuã223
wan23	ɦuã23
wan6	ɦuã231
waon	ɦuɑ̃
waon2	ɦuɑ̃223
waon230	ɦuɑ̃23
waon40	ɦuɑ̃4
waon440	ɦuɑ̃44
waon6	ɦuɑ̃231
waon[52]3	ɦuɑ̃52
waon[52]30	ɦuɑ̃52
waq44	ɦuɑʔ44
we	ɦuᴇ
we2	ɦuᴇ223
we223	ɦuᴇ223
we23	ɦuᴇ23
we230	ɦuᴇ23
we231	ɦuᴇ231
we40	ɦuᴇ4
we4[23]	ɦuᴇ23
we5[23]0	ɦuᴇ23
we6	ɦuᴇ231
we[52]30	ɦuᴇ52
wen	ɦuən
wen2	ɦuən223
wen2[51]10	ɦuən51
wen440	ɦuən44
wen6	ɦuən231
weq	ɦuəʔ
weq230	ɦuəʔ23
weq2340	ɦuəʔ234
weq40	ɦuəʔ4
weq440	ɦuəʔ44
weq4[23]0	ɦuəʔ23
weq8	ɦuəʔ23
weq[43]	ɦuəʔ43
wn	?
woe	ɦuø
woe2	ɦuø223
woe6	ɦuø231
wu6	ɦuu231
ya	ɦiɑ
ya2	ɦiɑ223
ya223	ɦiɑ223
ya23	ɦiɑ23
ya40	ɦiɑ4
ya440	ɦiɑ44
ya4440	ɦiɑ444
ya6	ɦiɑ231
ya8	ɦiɑ23
ya[52]30	ɦiɑ52
yaeq	ɦiaʔ
yaeq8	ɦiaʔ23
yah	ɦiɑʔ
yan	ɦiã
yan2	ɦiã223
yan223	ɦiã223
yan23	ɦiã23
yan230	ɦiã23
yan231	ɦiã231
yan2340	ɦiã234
yan40	ɦiã4
yan4[23]	ɦiã23
yan5[52]23	ɦiã52
yan6	ɦiã231
yan[52]30	ɦiã52
yaon	ɦiɑ̃
yaon231	ɦiɑ̃231
yaon4440	ɦiɑ̃444
yaon6	ɦiɑ̃231
yaq	ɦiɑʔ
yaq40	ɦiɑʔ4
yaq8	ɦiɑʔ23
yaq[23]	ɦiɑʔ23
yau	ɦiæ
yau2	ɦiæ223
yau6	ɦiæ231
ye	ɦiɪ
ye2	ɦiɪ223
ye223	ɦiɪ223
ye23	ɦiɪ23
ye230	ɦiɪ23
ye2[51]	ɦiɪ51
ye40	ɦiɪ4
ye6	ɦiɪ231
ye[23]1	ɦiɪ23
yeu	ɦiʏ
yeu2	ɦiʏ223
yeu223	ɦiʏ223
yeu23	ɦiʏ23
yeu231	ɦiʏ231
yeu3	ɦiʏ51
yeu40	ɦiʏ4
yeu440	ɦiʏ44
yeu6	ɦiʏ231
yeu[52]30	ɦiʏ52
yh	ɦiəʔ
yi	ɦi
yi2	ɦi223
yi23	ɦi23
yi4[23]	ɦi23
yi6	ɦi231
yie	ɦiɪ
yih23	ɦiəʔ23
yin	ɦin
yin2	ɦin223
yin2340	ɦin234
yin40	ɦin4
yin4[23]0	ɦin23
yin4[23]40	ɦin23
yin6	ɦin231
yin[23]1	ɦin23
yin[52]30	ɦin52
yiq	ɦiəʔ
yiq23	ɦiəʔ23
yiq40	ɦiəʔ4
yiq44	ɦiəʔ44
yiq8	ɦiəʔ23
yiq[52]3	ɦiəʔ52
yiuq8	ɦyəʔ23
yn	ɦin
yo231	ɦio231
yoe	ɦiø
yoe2	ɦiø223
yoe2[51]	ɦiø51
yoe40	ɦiø4
yoe6	ɦiø231
yoe[52]32	ɦiø52
yoh	ɦioʔ
yon	ɦioŋ
yon2	ɦioŋ223
yon223	ɦioŋ223
yon230	ɦioŋ23
yon231	ɦioŋ231
yon2[51]	ɦioŋ51
yon6	ɦioŋ231
yoq	ɦioʔ
yoq23	ɦioʔ23
yoq44	ɦioʔ44
yoq4[23]0	ɦioʔ23
yoq8	ɦioʔ23
yu	ɦy
yu2	ɦy223
yu23	ɦy23
yu231	ɦy231
yu40	ɦy4
yu4[23]0	ɦy23
yu4[23]40	ɦy23
yu6	ɦy231
yu[52]3	ɦy52
yue	ɦiuᴇ
yuh23	?
yuiq	ɦiuiəʔ
yun	ɦyn
yun2	ɦyn223
yun223	ɦyn223
yun440	ɦyn44
yun6	ɦyn231
yuq	ɦyəʔ
yuq8	ɦyəʔ23
za	zɑ
za2	zɑ223
za223	zɑ223
za23	zɑ23
za230	zɑ23
za231	zɑ231
za2[51]	zɑ51
za340	zɑ34
za6	zɑ231
zaeq	zaʔ
zaeq23	zaʔ23
zaeq24	zaʔ24
zaeq8	zaʔ23
zah	zɑʔ
zain	?
zan	zã
zan2	zã223
zan223	zã223
zan23	zã23
zan2[51]	zã51
zan40	zã4
zan440	zã44
zan5[51]	zã51
zan6	zã231
zan[52]3	zã52
zan[52]30	zã52
zaon	zɑ̃
zaon2	zɑ̃223
zaon2223	zɑ̃2223
zaon223	zɑ̃223
zaon23	zɑ̃23
zaon230	zɑ̃23
zaon231	zɑ̃231
zaon2340	zɑ̃234
zaon40	zɑ̃4
zaon440	zɑ̃44
zaon4[23]0	zɑ̃23
zaon6	zɑ̃231
zaon[52]3	zɑ̃52
zaq	zɑʔ
zaq23	zɑʔ23
zaq34	zɑʔ34
zaq40	zɑʔ4
zaq440	zɑʔ44
zaq4440	zɑʔ444
zaq5[52]3	zɑʔ52
zaq8	zɑʔ23
zaq[23]	zɑʔ23
zau	zæ
zau2	zæ223
zau223	zæ223
zau23	zæ23
zau231	zæ231
zau40	zæ4
zau440	zæ44
zau6	zæ231
zau[52]30	zæ52
ze	zᴇ
ze2	zᴇ223
ze223	zᴇ223
ze23	zᴇ23
ze231	zᴇ231
ze40	zᴇ4
ze5[51]	zᴇ51
ze6	zᴇ231
zeh	zəʔ
zen	zən
zen2	zən223
zen223	zən223
zen23	zən23
zen230	zən23
zen40	zən4
zen440	zən44
zen6	zən231
zen[52]3	zən52
zeq	zəʔ
zeq23	zəʔ23
zeq34	zəʔ34
zeq340	zəʔ34
zeq3420	zəʔ342
zeq40	zəʔ4
zeq44	zəʔ44
zeq440	zəʔ44
zeq4440	zəʔ444
zeq5[52]3	zəʔ52
zeq8	zəʔ23
zeq[52]3	zəʔ52
zeq[52]340	zəʔ52
zeu	zøʏ
zeu2	zøʏ223
zeu223	zøʏ223
zeu231	zøʏ231
zeu6	zøʏ231
zeu[23]1	zøʏ23
zeu[23]110	zøʏ23
zi	zi
zi2	zi223
zi231	zi231
zi40	zi4
zi4440	zi444
zi6	zi231
zi[23]1	zi23
zia	ziɑ
zia2	ziɑ223
zia4440	ziɑ444
zia6	ziɑ231
zia[23]1	ziɑ23
zia[52]1	ziɑ52
zian	ziã
zian2	ziã223
zian23	ziã23
zian230	ziã23
zian2[51]	ziã51
zian40	ziã4
zian4[523]	ziã523
zian6	ziã231
ziaq	ziɑʔ
ziaq8	ziɑʔ23
ziau	ziæ
ziau2	ziæ223
ziau6	ziæ231
zie	ziɪ
zie2	ziɪ223
zie223	ziɪ223
zie23	ziɪ23
zie230	ziɪ23
zie40	ziɪ4
zie6	ziɪ231
zih	ziəʔ
zih23	ziəʔ23
zin	zin
zin2	zin223
zin223	zin223
zin23	zin23
zin231	zin231
zin40	zin4
zin5[51]	zin51
zin6	zin231
ziq	ziəʔ
ziq2[51]	ziəʔ51
ziq8	ziəʔ23
ziq[23]	ziəʔ23
ziq[52]3	ziəʔ52
zo	zo
zo2	zo223
zo223	zo223
zo23	zo23
zo230	zo23
zo440	zo44
zo6	zo231
zo[52]3	zo52
zoe	zø
zoe2	zø223
zoe223	zø223
zoe23	zø23
zoe230	zø23
zoe231	zø231
zoe2340	zø234
zoe440	zø44
zoe4[23]	zø23
zoe5[23]2	zø23
zoe5[51]	zø51
zoe6	zø231
zoe[52]30	zø52
zoh	zoʔ
zoh23	zoʔ23
zon	zoŋ
zon2	zoŋ223
zon223	zoŋ223
zon23	zoŋ23
zon230	zoŋ23
zon4[23]0	zoŋ23
zon6	zoŋ231
zoq	zoʔ
zoq23	zoʔ23
zoq34	zoʔ34
zoq44	zoʔ44
zoq8	zoʔ23
zoq[23]	zoʔ23
zou	zəu
zou2	zəu223
zou230	zəu23
zou2340	zəu234
zou6	zəu231
zu	zu
zy	zɿ
zy2	zɿ223
zy23	zɿ23
zy230	zɿ23
zy231	zɿ231
zy2349	zɿ2349
zy2[51]	zɿ51
zy2[51]110	zɿ51
zy2[523]	zɿ523
zy40	zɿ4
zy44420	zɿ4442
zy4[23]	zɿ23
zy4[23]0	zɿ23
zy4[52]10	zɿ52
zy5[523]	zɿ523
zy5[52]	zɿ52
zy6	zɿ231
zy[23]1	zɿ23
zy[23]10	zɿ23
zyu	zʮ
zyu2	zʮ223
zyu223	zʮ223
zyu23	zʮ23
zyu230	zʮ23
zyu231	zʮ231
zyu40	zʮ4
zyu440	zʮ44
zyu4[23]	zʮ23
zyu5[51]	zʮ51
zyu5[523]	zʮ523
zyu6	zʮ231
zyu[52]1	zʮ52
